id,transactions
285,"[{'order_id': 1462, 'purchase_value': 101.46, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1463, 'purchase_value': 109.04, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1464, 'purchase_value': 188.07, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1465, 'purchase_value': 58.47, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1466, 'purchase_value': 61.92, 'discount_value': 6.19, 'applies_discount': True}, {'order_id': 1467, 'purchase_value': 142.7, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1468, 'purchase_value': 80.61, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1469, 'purchase_value': 196.46, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1470, 'purchase_value': 145.96, 'discount_value': 0.0, 'applies_discount': False}]"
286,"[{'order_id': 1471, 'purchase_value': 73.33, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1472, 'purchase_value': 116.72, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1473, 'purchase_value': 129.61, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1474, 'purchase_value': 63.88, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1475, 'purchase_value': 154.52, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1476, 'purchase_value': 123.92, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1477, 'purchase_value': 27.34, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1478, 'purchase_value': 88.18, 'discount_value': 0.0, 'applies_discount': False}]"
287,"[{'order_id': 1479, 'purchase_value': 36.08, 'discount_value': 3.61, 'applies_discount': True}, {'order_id': 1480, 'purchase_value': 40.65, 'discount_value': 4.07, 'applies_discount': True}]"
288,"[{'order_id': 1481, 'purchase_value': 142.39, 'discount_value': 14.24, 'applies_discount': True}, {'order_id': 1482, 'purchase_value': 175.82, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1483, 'purchase_value': 73.47, 'discount_value': 0.0, 'applies_discount': False}]"
289,"[{'order_id': 1484, 'purchase_value': 58.59, 'discount_value': 5.86, 'applies_discount': True}, {'order_id': 1485, 'purchase_value': 130.57, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1486, 'purchase_value': 94.27, 'discount_value': 9.43, 'applies_discount': True}, {'order_id': 1487, 'purchase_value': 71.1, 'discount_value': 7.11, 'applies_discount': True}, {'order_id': 1488, 'purchase_value': 36.82, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1489, 'purchase_value': 180.32, 'discount_value': 18.03, 'applies_discount': True}]"
290,"[{'order_id': 1490, 'purchase_value': 60.41, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1491, 'purchase_value': 54.64, 'discount_value': 5.46, 'applies_discount': True}, {'order_id': 1492, 'purchase_value': 149.74, 'discount_value': 14.97, 'applies_discount': True}, {'order_id': 1493, 'purchase_value': 148.36, 'discount_value': 14.84, 'applies_discount': True}, {'order_id': 1494, 'purchase_value': 183.01, 'discount_value': 18.3, 'applies_discount': True}, {'order_id': 1495, 'purchase_value': 100.17, 'discount_value': 10.02, 'applies_discount': True}, {'order_id': 1496, 'purchase_value': 91.08, 'discount_value': 9.11, 'applies_discount': True}, {'order_id': 1497, 'purchase_value': 99.18, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1498, 'purchase_value': 80.24, 'discount_value': 8.02, 'applies_discount': True}]"
291,"[{'order_id': 1499, 'purchase_value': 62.19, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1500, 'purchase_value': 22.3, 'discount_value': 2.23, 'applies_discount': True}, {'order_id': 1501, 'purchase_value': 133.19, 'discount_value': 13.32, 'applies_discount': True}, {'order_id': 1502, 'purchase_value': 157.65, 'discount_value': 15.77, 'applies_discount': True}, {'order_id': 1503, 'purchase_value': 126.73, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1504, 'purchase_value': 83.98, 'discount_value': 8.4, 'applies_discount': True}]"
292,"[{'order_id': 1505, 'purchase_value': 18.53, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1506, 'purchase_value': 43.02, 'discount_value': 0.0, 'applies_discount': False}]"
293,"[{'order_id': 1507, 'purchase_value': 185.15, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1508, 'purchase_value': 66.52, 'discount_value': 6.65, 'applies_discount': True}, {'order_id': 1509, 'purchase_value': 19.51, 'discount_value': 1.95, 'applies_discount': True}, {'order_id': 1510, 'purchase_value': 163.38, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1511, 'purchase_value': 144.02, 'discount_value': 0.0, 'applies_discount': False}]"
294,"[{'order_id': 1512, 'purchase_value': 27.37, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1513, 'purchase_value': 158.41, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1514, 'purchase_value': 181.3, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1515, 'purchase_value': 150.16, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1516, 'purchase_value': 112.84, 'discount_value': 11.28, 'applies_discount': True}, {'order_id': 1517, 'purchase_value': 152.34, 'discount_value': 0.0, 'applies_discount': False}]"
295,"[{'order_id': 1518, 'purchase_value': 176.45, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1519, 'purchase_value': 72.67, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1520, 'purchase_value': 143.88, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1521, 'purchase_value': 127.85, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1522, 'purchase_value': 182.8, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1523, 'purchase_value': 174.05, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1524, 'purchase_value': 120.69, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1525, 'purchase_value': 132.34, 'discount_value': 0.0, 'applies_discount': False}]"
296,"[{'order_id': 1526, 'purchase_value': 195.16, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1527, 'purchase_value': 27.72, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1528, 'purchase_value': 140.92, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1529, 'purchase_value': 65.81, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1530, 'purchase_value': 179.02, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1531, 'purchase_value': 56.01, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1532, 'purchase_value': 39.7, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1533, 'purchase_value': 92.31, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1534, 'purchase_value': 62.03, 'discount_value': 0.0, 'applies_discount': False}]"
297,"[{'order_id': 1535, 'purchase_value': 183.2, 'discount_value': 18.32, 'applies_discount': True}, {'order_id': 1536, 'purchase_value': 117.85, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1537, 'purchase_value': 130.5, 'discount_value': 13.05, 'applies_discount': True}, {'order_id': 1538, 'purchase_value': 25.69, 'discount_value': 2.57, 'applies_discount': True}, {'order_id': 1539, 'purchase_value': 61.05, 'discount_value': 6.11, 'applies_discount': True}, {'order_id': 1540, 'purchase_value': 186.6, 'discount_value': 18.66, 'applies_discount': True}, {'order_id': 1541, 'purchase_value': 155.19, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1542, 'purchase_value': 174.75, 'discount_value': 17.48, 'applies_discount': True}, {'order_id': 1543, 'purchase_value': 66.51, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1544, 'purchase_value': 44.73, 'discount_value': 4.47, 'applies_discount': True}]"
298,"[{'order_id': 1545, 'purchase_value': 99.37, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1546, 'purchase_value': 96.41, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1547, 'purchase_value': 21.01, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1548, 'purchase_value': 20.16, 'discount_value': 0.0, 'applies_discount': False}]"
299,"[{'order_id': 1549, 'purchase_value': 119.85, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1550, 'purchase_value': 44.67, 'discount_value': 4.47, 'applies_discount': True}, {'order_id': 1551, 'purchase_value': 100.99, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1552, 'purchase_value': 194.07, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1553, 'purchase_value': 135.44, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1554, 'purchase_value': 36.02, 'discount_value': 3.6, 'applies_discount': True}, {'order_id': 1555, 'purchase_value': 139.23, 'discount_value': 0.0, 'applies_discount': False}]"
300,"[{'order_id': 1556, 'purchase_value': 54.74, 'discount_value': 5.47, 'applies_discount': True}]"
301,"[{'order_id': 1557, 'purchase_value': 37.33, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1558, 'purchase_value': 142.76, 'discount_value': 14.28, 'applies_discount': True}, {'order_id': 1559, 'purchase_value': 43.21, 'discount_value': 4.32, 'applies_discount': True}]"
302,"[{'order_id': 1560, 'purchase_value': 13.21, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1561, 'purchase_value': 182.24, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1562, 'purchase_value': 157.34, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1563, 'purchase_value': 59.52, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1564, 'purchase_value': 155.6, 'discount_value': 15.56, 'applies_discount': True}, {'order_id': 1565, 'purchase_value': 142.17, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1566, 'purchase_value': 14.95, 'discount_value': 1.5, 'applies_discount': True}, {'order_id': 1567, 'purchase_value': 164.38, 'discount_value': 0.0, 'applies_discount': False}]"
303,"[{'order_id': 1568, 'purchase_value': 47.32, 'discount_value': 4.73, 'applies_discount': True}, {'order_id': 1569, 'purchase_value': 158.86, 'discount_value': 15.89, 'applies_discount': True}, {'order_id': 1570, 'purchase_value': 133.69, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1571, 'purchase_value': 52.23, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1572, 'purchase_value': 46.71, 'discount_value': 4.67, 'applies_discount': True}, {'order_id': 1573, 'purchase_value': 166.38, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1574, 'purchase_value': 175.75, 'discount_value': 17.57, 'applies_discount': True}, {'order_id': 1575, 'purchase_value': 92.45, 'discount_value': 9.25, 'applies_discount': True}, {'order_id': 1576, 'purchase_value': 190.63, 'discount_value': 19.06, 'applies_discount': True}, {'order_id': 1577, 'purchase_value': 121.68, 'discount_value': 12.17, 'applies_discount': True}]"
304,"[{'order_id': 1578, 'purchase_value': 177.97, 'discount_value': 17.8, 'applies_discount': True}, {'order_id': 1579, 'purchase_value': 147.39, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1580, 'purchase_value': 167.51, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1581, 'purchase_value': 148.06, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1582, 'purchase_value': 175.29, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1583, 'purchase_value': 124.88, 'discount_value': 12.49, 'applies_discount': True}, {'order_id': 1584, 'purchase_value': 145.08, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1585, 'purchase_value': 184.36, 'discount_value': 18.44, 'applies_discount': True}, {'order_id': 1586, 'purchase_value': 29.39, 'discount_value': 0.0, 'applies_discount': False}]"
305,"[{'order_id': 1587, 'purchase_value': 101.05, 'discount_value': 0.0, 'applies_discount': False}]"
306,"[{'order_id': 1588, 'purchase_value': 90.12, 'discount_value': 0.0, 'applies_discount': False}]"
307,"[{'order_id': 1589, 'purchase_value': 198.4, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1590, 'purchase_value': 61.67, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1591, 'purchase_value': 191.5, 'discount_value': 19.15, 'applies_discount': True}, {'order_id': 1592, 'purchase_value': 189.63, 'discount_value': 18.96, 'applies_discount': True}, {'order_id': 1593, 'purchase_value': 139.85, 'discount_value': 13.98, 'applies_discount': True}, {'order_id': 1594, 'purchase_value': 143.97, 'discount_value': 14.4, 'applies_discount': True}]"
308,"[{'order_id': 1595, 'purchase_value': 178.46, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1596, 'purchase_value': 126.62, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1597, 'purchase_value': 176.47, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1598, 'purchase_value': 44.75, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1599, 'purchase_value': 164.26, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1600, 'purchase_value': 157.82, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1601, 'purchase_value': 20.59, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1602, 'purchase_value': 147.55, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1603, 'purchase_value': 85.64, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1604, 'purchase_value': 78.39, 'discount_value': 0.0, 'applies_discount': False}]"
309,"[{'order_id': 1605, 'purchase_value': 93.52, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1606, 'purchase_value': 144.92, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1607, 'purchase_value': 68.66, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1608, 'purchase_value': 110.8, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1609, 'purchase_value': 169.21, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1610, 'purchase_value': 102.77, 'discount_value': 0.0, 'applies_discount': False}]"
310,"[{'order_id': 1611, 'purchase_value': 155.79, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1612, 'purchase_value': 54.01, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1613, 'purchase_value': 11.03, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1614, 'purchase_value': 59.38, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1615, 'purchase_value': 70.01, 'discount_value': 0.0, 'applies_discount': False}]"
311,"[{'order_id': 1616, 'purchase_value': 54.08, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1617, 'purchase_value': 97.36, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1618, 'purchase_value': 137.21, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1619, 'purchase_value': 98.48, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1620, 'purchase_value': 167.33, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1621, 'purchase_value': 11.72, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1622, 'purchase_value': 138.43, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1623, 'purchase_value': 126.68, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1624, 'purchase_value': 174.42, 'discount_value': 0.0, 'applies_discount': False}]"
312,"[{'order_id': 1625, 'purchase_value': 80.97, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1626, 'purchase_value': 93.77, 'discount_value': 9.38, 'applies_discount': True}, {'order_id': 1627, 'purchase_value': 60.46, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1628, 'purchase_value': 173.35, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1629, 'purchase_value': 47.64, 'discount_value': 4.76, 'applies_discount': True}, {'order_id': 1630, 'purchase_value': 76.04, 'discount_value': 7.6, 'applies_discount': True}, {'order_id': 1631, 'purchase_value': 199.35, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1632, 'purchase_value': 83.44, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 1633, 'purchase_value': 138.41, 'discount_value': 13.84, 'applies_discount': True}]"
